ad_owner,city,description,floor,municipality,price,publish_date,room_num,sqr_m,street,suburb,title,url_link
Vlasnik,Beograd,Stan poseduje dva pripadajuca garazna mesta. Neometan pogled na Beograd.,XXI/23,Opština Savski venac,2700.0,2023-04-10,4.0,113.0,Bulevar Vudroa Vilsona,Beograd na vodi,"Tri spavace sobe, Parkview, Beograd na vodi",https://www.halooglasi.com/nekretnine/izdavanje-stanova/tri-spavace-sobe-parkview-beograd-na-vodi/5425642434134?kid=4
Agencija,Beograd,"Kneza Miloša, 100m2, dubinski renoviran salonski stan, po strukturi veliki dnevni boravak i dve spavaće sobe, nova kuhinja, dva kupatila, na II...",II,Opština Savski venac,1300.0,2023-04-11,3.0,100.0,,Kneza Miloša,"Kneza Miloša, 100m2, dve spavaće, dva kupatila",https://www.halooglasi.com/nekretnine/izdavanje-stanova/kneza-milosa-100m2-dve-spavace-dva-kupatila/5425642820483?kid=4
Agencija,Beograd,"Ovo je prijatan i komforan stan u lepoj, manjoj, novijoj zgradi, u mirnom, rezidencijalnom delu grada koji priapada širem centru. Odlično iskorišćen...",,Opština Palilula,1200.0,2023-04-11,3.5,90.0,Milana Tankosića,Profesorska kolonija,"Milana Tankosića, 90m2, namešten, garaža",https://www.halooglasi.com/nekretnine/izdavanje-stanova/milana-tankosica-90m2-namesten-garaza/5425642964810?kid=4
Agencija,Beograd,Luksuzno opremljen neuseljavan dvosoban stan u Arkadiji. Garazno mesto. Agencijska provizija 50%. Two room apartment at Arkadia Belgrade Waterfront....,IV/23,Opština Savski venac,1400.0,2023-04-10,2.0,58.0,Hercegovacka,Beograd na vodi,"Beograd na vodi, Arkadia, lux 2.0 nov, id 4438",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-na-vodi-arkadia-lux-2-0-nov-id-4438/5425641774144?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",I/4,Opština Zvezdara,260.0,2023-04-10,2.0,40.0,Ljubiše Miodragovića,Mirijevo,Širi centar - Mirijevo ID#51639,https://www.halooglasi.com/nekretnine/izdavanje-stanova/siri-centar---mirijevo-id51639/5425642840921?kid=4
Agencija,Beograd,Stan je useljiv od 1 maja.,VI/13,Opština Novi Beograd,900.0,2023-04-08,2.0,55.0,Bulevar Crvene Armije,Blok 67 (Belvil),Belvil,https://www.halooglasi.com/nekretnine/izdavanje-stanova/belvil/5425642979833?kid=4
Agencija,Beograd,"Na odličnoj lokaciji u blizini Hrama Sv.Save nalazi se ovaj autentičan, raskošan salonac. Prostran, svetao i sa visinom plafona cc3.50 pruža poseban...",II/4,Opština Vračar,2000.0,2023-04-10,3.0,140.0,Svetog Save,Hram svetog Save,"Hram Svetog Save, salonac ID#4307",https://www.halooglasi.com/nekretnine/izdavanje-stanova/hram-svetog-save-salonac-id4307/5425642657447?kid=4
Agencija,Beograd,"Na najtraženijoj lokaciji u gradu, u prilici smo da ponudimo autentičan dvosoban stan u Beogradu na vodi. Stan je open space koncepta - sadrži dnevnu...",VIII/23,Opština Savski venac,1300.0,2023-04-10,2.0,55.0,Hercegovačka,Beograd na vodi,"BW Vista, 55m2 ID#4709",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-vista-55m2-id4709/5425642837814?kid=4
Agencija,Beograd,"Stan se nalazi u novoj zgradi Metropolitan, u Beogradu na vodi. Ukupne je površine 50 m2. Ovaj funkcionalan stan je lepo pozicioniran, sa pogledom ka...",,Opština Savski venac,1200.0,2023-04-08,2.0,50.0,Bulevar Vudroa Vilsona,Beograd na vodi,"Šarmantan dvosoban stan, BW Metropolitan",https://www.halooglasi.com/nekretnine/izdavanje-stanova/sarmantan-dvosoban-stan-bw-metropolitan/5425642809631?kid=4
Agencija,Beograd,Najtraženija zgrada u kompleksu Beograd na vodi je BW Residences. Baš u toj zgradi imamo u ponudi stan za iznajmljivanje sa lepim pogledom ka Kuli...,,Opština Savski venac,2700.0,2023-04-08,3.0,96.0,Hercegovačka,Beograd na vodi,Trosoban stan u zgradi BW Residences,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-stan-u-zgradi-bw-residences/5425642934693?kid=4
Agencija,Beograd,"Ovaj fantastičan stan nalazi se u zgradi Arcadia, u neposrednoj blizini Kule Beograd i Galerija shopping centra, u Beogradu na vodi. Ukupna površina...",,Opština Savski venac,2300.0,2023-04-08,3.0,83.0,Hercegovačka,Beograd na vodi,Unikatan stan sa spektakularnim pogledom,https://www.halooglasi.com/nekretnine/izdavanje-stanova/unikatan-stan-sa-spektakularnim-pogledom/5425642934783?kid=4
Vlasnik,Beograd,"Sve je novo ,renovirano u januaru 2023. god. U neposrednoj blizini autobuskog stajalista, Univerexporta, Roda ,DM prodanvnica. ",V/10,Opština Novi Beograd,400.0,2023-04-10,1.0,30.0,Dušana Vukasovića,Blok 62,Izdajem renoviran stan u 62.bloku.,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-renoviran-stan-u-62-bloku/5425642984083?kid=4
Agencija,Beograd,"Izdaje se namešten stan u mirnom delu Bulevara, na Lionu. Stan se sastoji iz dnevnog boravka i spavaćeg dela. Ugovor o zakupu na godinu dana....",I/4,Opština Zvezdara,400.0,2023-04-10,1.5,38.0,Geršićeva,Lion,"Lion, odličan namešten ID#4966",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lion-odlican-namesten-id4966/5425642928597?kid=4
Agencija,Beograd,"Ovaj otmeni studio nalazi se u prestižnoj zgradi Kennedy Residence, na Novom Beogradu. Stan je ukupne površine 37 m2, ima prostranu dnevnu sobu sa...",,Opština Novi Beograd,850.0,2023-04-08,1.0,37.0,Džona Kenedija,Blok 9a,"Chic studio, Kennedy Residence",https://www.halooglasi.com/nekretnine/izdavanje-stanova/chic-studio-kennedy-residence/5425642882274?kid=4
Agencija,Beograd,"Ušuškan, moderno opremljen stan sa jednom spavaćom sobom, na idealnoj lokaciji u okviru projekta Beograd na vodi. Stan se izdaje namešten. U cenu...",,Opština Savski venac,1600.0,2023-04-08,2.0,62.0,Hercegovačka,Beograd na vodi,Dvosoban stan u BW Residences,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-stan-u-bw-residences/5425642759856?kid=4
Agencija,Beograd,Lux sa 3 garažna mesta. Lux stan kompletno namešten. Nalazi se na Vračaru u ulici Mihaila Gavrilovića. Opremljen je najsavremenijom tehnikom i liftom...,VI/6,Opština Vračar,3000.0,2023-04-10,3.0,137.0,Mihaila Gavrilovića,Južni bulevar,"Vračar, Južni bulevar ID#5010",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-juzni-bulevar-id5010/5425642946483?kid=4
Agencija,Beograd,"Namešten, 2.0, 55m2, II/IV, 2 terase, lift, CG, depozit. Izdaje se dvosoban, potpuno renoviran stan, u strogom centru grada. Stan ima ulazni hodnik,...",II/4,Opština Stari grad,1200.0,2023-04-10,2.0,55.0,Braće Jugovića,Trg Republike,"Centar, Braće Jugovića, 55m2 ID#5035",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-brace-jugovica-55m2-id5035/5425642953576?kid=4
Agencija,Beograd,"Ovaj udobno namešten, trosoban stan u intimnom rezidencijalnom objektu Magnolia, izdaje se potpuno opremljen. Ukupne je površine 83 m2 i...",,Opština Savski venac,2100.0,2023-04-08,3.0,83.0,Hercegovačka,Beograd na vodi,"Komforan stan u intimnoj zgradi, Beograd na vodi",https://www.halooglasi.com/nekretnine/izdavanje-stanova/komforan-stan-u-intimnoj-zgradi-beograd-na-vo/5425642909098?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VPR/5,Opština Čukarica,350.0,2023-04-08,1.0,35.0,Mira Popare,Banovo brdo,Širi centar - Banovo Brdo ID#52321,https://www.halooglasi.com/nekretnine/izdavanje-stanova/siri-centar---banovo-brdo-id52321/5425642978660?kid=4
Agencija,Beograd,U prilici smo da ponudimo za izdavanje kompletno namešten trosoban stan u LUX novogradnji preko puta A bloka. Stan se sastoji od predsoblja iz koga...,III/6,Opština Novi Beograd,1200.0,2023-04-10,3.0,60.0,Omladinskih brigada,Blok 67a (A blok),"Novi Beograd, Blok 67a ID#5066",https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd-blok-67a-id5066/5425642965785?kid=4
Agencija,Beograd,"Luksuzno renoviran ,moderno namešten i najsavremenije opremljen,svetao salonac-Smart Home u samom centru. Ekonomično grejanje na inverter klime....",I/6,Opština Savski venac,1200.0,2023-04-10,2.0,68.0,Brankova,Zeleni venac,"Smart home, salonac, Brankova ID#5089",https://www.halooglasi.com/nekretnine/izdavanje-stanova/smart-home-salonac-brankova-id5089/5425642968823?kid=4
Agencija,Beograd,"Odličan dvosoban stan na prvom spratu u blizini ulice Vojvode Stepe. Blizina marketa, stajališta za gradski prevoz, restorana, fakultrta u ul....",I/6,Opština Voždovac,450.0,2023-04-08,2.0,56.0,Gostivarska,Voždovačka crkva,"Vozdovac kod Crkve, Gostivarska,2.0,opremljen,56m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac-kod-crkve-gostivarska-2-0-opremljen/5425642977044?kid=4
Agencija,Beograd,,I/6,Opština Vračar,1000.0,2023-04-08,3.0,86.0,Gospodara Vučića,Gospodara Vučića,Vracar,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar/5425642979072?kid=4
Agencija,Beograd,,I/6,Opština Vračar,1300.0,2023-04-08,3.5,116.0,Ljubostinjska,SC Vračar,Vracar,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar/5425642954766?kid=4
Agencija,Beograd,"It is not issued to foreigners, ",I/4,Opština Vračar,500.0,2023-04-08,2.0,50.0,Branka Krsmanovića,Crveni krst,Novogradnja kod Beogradskog Dramskog Pozorišta,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novogradnja-kod-beogradskog-dramskog-pozorist/5425636639266?kid=4
Vlasnik,Beograd,"Stan za izdavanje. Primarno za Porodice! Mogu studenti, preporuka do 3 studenta. Infostan je oko 190e, struja ide oko 50e. Stan bez klime. Internet...",IV/4,Opština Rakovica,500.0,2023-04-08,4.5,90.0,Srpskih udarnih brigada,Kanarevo brdo,Stan za izdavanje Kanarevo Brdo,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-izdavanje-kanarevo-brdo/5425642932665?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VI/10,Opština Novi Beograd,650.0,2023-04-08,2.0,55.0,Bulevar Zorana Đinđića,Blok 21,Novi Beograd - Blok 21 ID#52191,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-21-id52191/5425642951365?kid=4
Agencija,Beograd,"Predstavljamo Vam nov i moderno uređen stan za izdavanje, savršeno prilagođen potrebama života porodice. Nalazi se na ekskluzivnoj lokaciji na...",I,Opština Vračar,900.0,2023-04-08,2.0,60.0,,Kalenić pijaca,"60m2 – Mileševska, Kalenić pijaca, Vračar, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/60m2-milesevska-kalenic-pijaca-vracar-beograd/5425642978048
Vlasnik,Beograd,"Izdajem lep i svetao stan u ulici Marka Oreškovića. Opis: Stan je u potpunosti opremljen, dnevna soba i kuhinja je renovirana pre mesec dana. Stan je...",PR/5,Opština Zvezdara,400.0,2023-04-09,1.0,30.0,Marka Oreškovića,Đeram pijaca,Izdajem lep i svetao stan 1km od Vukovog spomenika,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-lep-i-svetao-stan-1km-od-vukovog-spom/5425641889430?kid=4
Agencija,Beograd,Izuzetna prilika za iznajmljivanje raskošnog dvosobnog stana sa prelepim dvorištem na Zvezdari! Ovaj prostrani stan od 50m2 nudi sve što je potrebno...,PR,Opština Zvezdara,600.0,2023-04-08,2.0,50.0,,Kluz,"50m2 – Kluz-Zvezdara, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/50m2-kluz-zvezdara-beograd/5425642965797?kid=4
Agencija,Beograd,"Predstavljamo Vam prelepi dvoiposoban stan u Višnjici, sa spektakularnim pogledom na reku i grad, koji se pruža iz svake prostorije. Ovaj divan stan...",II,Opština Palilula,400.0,2023-04-08,2.0,67.0,,Višnjica,"67m2 – Višnjica, Palilula, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/67m2-visnjica-palilula-beograd/5425642978035
Agencija,Beograd,Ovaj moderan stan nalazi se na drugom spratu od ukupno šest spratova zgrade koja je izgrađena 2015. godine. Stan se nalazi na Dimitrija Tucovića...,II,Opština Zvezdara,700.0,2023-04-08,2.0,55.0,,Vukov Spomenik,"55m2 – Dimitrija Tucovića, Zvezdara, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/55m2-dimitrija-tucovica-zvezdara-beograd/5425642978049
Vlasnik,Beograd,"Izdaje se kompletno revoviran jednoiposoban stan, površine 42 m2, na Dunavskom keju, Dorćol. Stan se nalazi na III spratu, na jednoj od najlepših...",III/7,Opština Stari grad,600.0,2023-04-09,1.5,42.0,Dunavski kej,Dunavski kej,"Izdaje se  stan od 42m2, Dunavski kej, Dorćol",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-stan-od-42m2-dunavski-kej-dorcol/5425642981499?kid=4
Vlasnik,Beograd,"2-sobni, Strogi centar, kod Skupštine (prekoputa MTS Dvorane), Luks, Renoviran nedavno, Useljiv od 1. Maja, Ali može i sada da se pogleda. Izdaje se...",IV/6,Opština Stari grad,600.0,2023-04-09,2.0,50.0,Dečanska,Trg Nikole Pašića,2.0 Centar Luks Useljiv 1 Majа Gledanje moze odmah,https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-0-centar-luks-useljiv-1-maja-gledanje-moze/5425641469762?kid=4
Vlasnik,Beograd,"Izdajem novu kuću od 70m2(hodnik,dnevna soba,trpezarija,kuhinja,2 sobe na spratu i terasa)Potpuno opremljenu novim nameštajem.Dnevna soba i kuhinja...",I/1,Opština Voždovac,800.0,2023-04-09,3.0,70.0,Lazara Tasića,Lekino brdo,Lekino brdo 70 m2,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lekino-brdo-70-m2/5425642631679?kid=4
Agencija,Beograd,"Dvosoban stan na Novom Beogradu, površine 50m2, nalazi se u modernoj zgradi u ulici Tadije Soldermajera. Stan je kompletno namešten modernim...",III,Opština Novi Beograd,950.0,2023-04-08,2.0,50.0,,Blok 65,"50m2 – Tadije Sondermajera, Novi Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/50m2-tadije-sondermajera-novi-beograd/5425642978051
Agencija,Beograd,"Imamo zadovoljstvo da Vam ponudimo raskošan trosoban stan u samom srcu Vračara, na samo nekoliko koraka od prepoznatljive Kalenić pijace. Ovaj...",,Opština Vračar,800.0,2023-04-08,3.0,85.0,,Kalenić pijaca,"85m2 – Kalenić pijaca, Vračar, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/85m2-kalenic-pijaca-vracar-beograd/5425642978640?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",IV/6,Opština Novi Beograd,600.0,2023-04-09,3.0,74.0,Gandijeva,Blok 44 (TC Piramida),Novi Beograd - Blok 44 ID#52342,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-44-id52342/5425642872504?kid=4
Vlasnik,Beograd,"Odličan stan ,full namešten u mirnoj ulici. Ispod zgrade je veliki market AMAN. U blizini je okretnica busa 31. Stan ima dve spavaće sobe i dve...",III/4,Opština Zvezdara,550.0,2023-04-09,3.0,65.0,Mihaila Todorovića 14b,Konjarnik,Odličan trosoban stan na Konjarniku,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-trosoban-stan-na-konjarniku/5425642957947?kid=4
Vlasnik,Beograd,Stan se nalazi u Bul.kralja aleksandra 85 kod opstine Zvezdaia 50 metera od Više poslovne skole.Dvorisna zgrada. Pogodno za studente Mesecno placanje...,I/1,Opština Zvezdara,500.0,2023-04-08,1.5,30.0,Bulevar kralja Aleksandra,Vukov Spomenik,Bulevar kod Vukovog spomenika,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bulevar-kod-vukovog-spomenika/5425642980291?kid=4
Agencija,Beograd,"Predivan kompletno opremljen stan u novogradnji sa garažnim mestom. Sastoji se od velike dnevne sobe sa kuhinjom i trpezarijom, dve spavaće sobe,...",PR/5,Opština Vračar,1800.0,2023-04-08,3.0,120.0,Celjska,Čubura,Lux opremljen stan sa garažom i dvorištem,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-opremljen-stan-sa-garazom-i-dvoristem/5425642980634?kid=4
Vlasnik,Beograd,"Izdajem garsonjeru u tek useljenoj novoj zgradi u Ul. Kapetana Miloša Žunjića u blizini Amana, pijace i Osnovne škole. Stan je u prizemlju, ima...",PR/5,Opština Zvezdara,290.0,2023-04-08,1.0,27.0,Kapetana Miloša Žunjića,Mirijevo,Izdavanje stana,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stana/5425641950940?kid=4
Agencija,Beograd,"Ovaj stan nalazi u centralnom delu Beograda, u jednom od najprestižnijih delova opštine Palilula. S vrhunskom lokacijom, ovaj stan nudi savršenu...",IV/8,Opština Palilula,1500.0,2023-04-08,3.0,97.0,,27. marta,"Izdavanje, Lux, Tašmajdan",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-lux-tasmajdan/5425642979906?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",IV/6,Opština Zemun,450.0,2023-04-08,2.0,40.0,Šumadijska,Cara Dušana,Zemun - Zemunske Kapije ID#52145,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---zemunske-kapije-id52145/5425642958829?kid=4
Agencija,Beograd,"Sundečićeva, Šumice, stan u kući, 42m2, po strukturi dnevni boravak i odvojena spavaća soba, kompletno namešten, korišćenje dvorišta sa održavanim...",PR,Opština Voždovac,500.0,2023-04-11,1.5,42.0,Sundečićeva,Šumice,"Sundečićeva, 42m2, namešten stan, dvorište",https://www.halooglasi.com/nekretnine/izdavanje-stanova/sundeciceva-42m2-namesten-stan-dvoriste/5425642948019?kid=4
Agencija,Beograd,"Izdaje se dvosoban lux namešten stan u novoj zgradi, The One. Stan je kompletno luksuzno opremljen. Garažno mesto je uračunato u cenu.Stan poseduje...",I,Opština Novi Beograd,1100.0,2023-04-08,2.0,45.0,Omladinskih brigada,Blok 65,"The One,lux,moderan,nov sa garažom ID#15971",https://www.halooglasi.com/nekretnine/izdavanje-stanova/the-one-lux-moderan-nov-sa-garazom-id15971/5425642914693?kid=4
Vlasnik,Beograd,"Voždovac, Trošarina, Beranska ulica, stan u potpuno novoj neuseljavanoj zgradi! Stan je opremljen novim namestajem i novom tehnikom (frižider,...",II/7,Opština Voždovac,800.0,2023-04-08,2.0,49.0,Beranska,Trošarina,"2.0 Trošarina, Voždovac, nov, neuseljavan, lux",https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-0-trosarina-vozdovac-nov-neuseljavan-lux/5425642980001?kid=4
Vlasnik,Beograd,"Izuzetno lep, sunčan, jednoiposoban stan, 40m2, tek renoviran i potpuno opremljen novim nameštajem i uređajima, na odličnoj lokaciji, u centru, u...",II/6,Opština Savski venac,700.0,2023-04-11,1.5,40.0,Miloša Pocerca,Kneza Miloša,Izuzetno lep stan u centru Beograda.,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izuzetno-lep-stan-u-centru-beograda/5425642943798?kid=4
Agencija,Beograd,"Lep, komforan, renoviran 76m2 stan, trosoban. Nalazi se na veoma traženoj lokaciji, na pešačkoj udaljenosti od dunavskog šetališta, brojnih...",III/5,Opština Novi Beograd,900.0,2023-04-11,3.0,76.0,Bulevar umetnosti,Blok 30 (B92),"Blok 30, 3.0, 76m2 Garaža, Lep,  Renoviran, Svetao",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-30-3-0-76m2-garaza-lep-renoviran-svetao/5425642987033
Vlasnik,Beograd,Stan se nalazi u novoizgradjenoj zgradi i nije useljavan do sada. Kompletno je sredjen i opremljen. Sve je novo. Poseduje svu belu tehniku. Kuhinja...,VI/7,Opština Novi Beograd,700.0,2023-04-08,2.0,42.0,Mileve Marić Ajnštajn,Blok 72,"Blok 72, novogradnja, lux, opremljen, 42kv",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-72-novogradnja-lux-opremljen-42kv/5425642979996
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",III/5,Opština Novi Beograd,900.0,2023-04-08,3.0,70.0,Bulevar Umetnosti,Blok 30 (B92),Novi Beograd - Blok 30 ID#52331,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-30-id52331/5425642923386?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",V/5,Opština Novi Beograd,600.0,2023-04-08,2.0,61.0,Bulevar Zorana Đinđića,Blok 34 (Carina - Studentski grad),Novi Beograd - Blok 34 Carina ID#52015,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-34-carina-id52015/5425642969888?kid=4
Agencija,Beograd,"Stambeno-poslovni kompleks The One pruža novu generaciju poslovnih i životnih iskustava koja podržavaju luksuzan, aktivan i udoban životni stil i...",III/6,Opština Novi Beograd,1200.0,2023-04-11,2.0,61.0,Omladinskih brigada,Blok 65,"Blok 65, The One, izdavanje, nov, 2.0 sa garažom ",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-65-the-one-izdavanje-nov-2-0-sa-garazom/5425642859492?kid=4
Vlasnik,Beograd,"Kompletno opremljen i sa ukusom opremljen stan (bela tehnika-masina za veš, mašina za sudove, mikrotalasna pećnica itd.), sa dosta plakara, sa...",VI/8,Opština Vračar,900.0,2023-04-11,2.0,51.0,Južni bulevar,Južni bulevar,sređen stan sa garažnim mestom ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/sredjen-stan-sa-garaznim-mestom/5425642987104?kid=4
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VI/13,Opština Novi Beograd,600.0,2023-04-08,2.0,61.0,Gandijeva,Blok 63,Novi Beograd - Blok 63 ID#52111,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-63-id52111/5425642977384?kid=4
